Customer Age,Customer Gender,Product Purchased,Ticket Priority,Ticket Status,Ticket Type,Customer Satisfaction Rating,Customer Gender Encoded,Product Purchased Encoded,Ticket Priority Encoded,Ticket Status Encoded,Ticket Type Encoded
35,Male,Bose QuietComfort,Medium,Open,Refund request,2,1,6,3,1,3
68,Other,Google Nest,Medium,Pending Customer Response,Technical issue,2,2,17,3,2,4
47,Other,LG OLED,Critical,Pending Customer Response,Product inquiry,2,2,20,0,2,2
40,Male,Amazon Kindle,Medium,Pending Customer Response,Cancellation request,2,1,2,3,2,1
33,Other,Google Pixel,Critical,Closed,Cancellation request,0,2,18,0,0,1
54,Male,Fitbit Versa Smartwatch,Medium,Open,Refund request,2,1,13,3,1,3
56,Female,Samsung Soundbar,Low,Open,Technical issue,2,0,36,2,1,4
36,Other,Asus ROG,Low,Pending Customer Response,Technical issue,2,2,4,2,2,4
69,Female,Bose QuietComfort,Critical,Pending Customer Response,Refund request,2,0,6,0,2,3
60,Male,iPhone,Low,Closed,Technical issue,2,1,41,2,0,4
58,Female,Microsoft Surface,Critical,Pending Customer Response,Product inquiry,2,0,26,0,2,2
51,Other,Apple AirPods,Critical,Pending Customer Response,Cancellation request,2,2,3,0,2,1
45,Female,iPhone,High,Open,Technical issue,2,0,41,1,1,4
29,Female,Microsoft Office,Medium,Open,Billing inquiry,2,0,25,3,1,0
22,Female,Amazon Echo,Critical,Closed,Billing inquiry,0,0,1,0,0,0
58,Other,HP Pavilion,Critical,Open,Refund request,2,2,19,0,1,3
70,Male,Microsoft Surface,High,Pending Customer Response,Refund request,2,1,26,1,2,3
53,Female,Sony PlayStation,Medium,Closed,Refund request,2,0,38,3,0,3
24,Male,Microsoft Surface,Medium,Closed,Cancellation request,2,1,26,3,0,1
69,Male,LG OLED,Low,Open,Product inquiry,2,1,20,2,1,2
24,Other,HP Pavilion,Medium,Open,Product inquiry,2,2,19,3,1,2
39,Other,Nintendo Switch Pro Controller,High,Open,Cancellation request,2,2,31,1,1,1
63,Male,Samsung Soundbar,Medium,Pending Customer Response,Billing inquiry,2,1,36,3,2,0
42,Female,Bose SoundLink Speaker,Critical,Closed,Refund request,2,0,7,0,0,3
45,Male,Nintendo Switch,High,Pending Customer Response,Cancellation request,2,1,30,1,2,1
66,Other,Microsoft Office,Medium,Closed,Refund request,2,2,25,3,0,3
53,Female,Sony Xperia,Low,Closed,Billing inquiry,1,0,39,2,0,0
53,Male,Nikon D,Medium,Pending Customer Response,Technical issue,2,1,29,3,2,4
34,Other,PlayStation,Critical,Open,Cancellation request,2,2,33,0,1,1
49,Male,Nintendo Switch,Low,Open,Technical issue,2,1,30,2,1,4
22,Male,Roomba Robot Vacuum,High,Closed,Technical issue,1,1,34,1,0,4
39,Male,Canon EOS,Critical,Open,Cancellation request,2,1,9,0,1,1
28,Male,Sony 4K HDR TV,Critical,Pending Customer Response,Product inquiry,2,1,37,0,2,2
65,Male,Sony 4K HDR TV,Low,Pending Customer Response,Billing inquiry,2,1,37,2,2,0
65,Male,Canon DSLR Camera,Low,Closed,Refund request,2,1,8,2,0,3
68,Female,Autodesk AutoCAD,Low,Pending Customer Response,Product inquiry,2,0,5,2,2,2
31,Male,LG Smart TV,High,Pending Customer Response,Refund request,2,1,21,1,2,3
33,Other,Lenovo ThinkPad,High,Pending Customer Response,Refund request,2,2,23,1,2,3
59,Other,Samsung Galaxy,Critical,Pending Customer Response,Refund request,2,2,35,0,2,3
27,Other,Canon EOS,High,Closed,Technical issue,0,2,9,1,0,4
63,Other,LG OLED,Medium,Open,Cancellation request,2,2,20,3,1,1
20,Female,Microsoft Xbox Controller,Medium,Pending Customer Response,Cancellation request,2,0,27,3,2,1
61,Female,Bose SoundLink Speaker,Critical,Open,Cancellation request,2,0,7,0,1,1
54,Other,Autodesk AutoCAD,High,Open,Refund request,2,2,5,1,1,3
33,Female,Microsoft Office,Critical,Closed,Product inquiry,1,0,25,0,0,2
64,Female,Bose QuietComfort,Medium,Pending Customer Response,Technical issue,2,0,6,3,2,4
44,Female,Philips Hue Lights,Medium,Open,Technical issue,2,0,32,3,1,4
41,Other,Roomba Robot Vacuum,Critical,Closed,Refund request,0,2,34,0,0,3
22,Male,Canon DSLR Camera,Medium,Pending Customer Response,Refund request,2,1,8,3,2,3
29,Other,iPhone,High,Pending Customer Response,Billing inquiry,2,2,41,1,2,0
45,Male,GoPro Hero,Critical,Open,Technical issue,2,1,16,0,1,4
69,Female,MacBook Pro,Medium,Open,Billing inquiry,2,0,24,3,1,0
32,Female,Adobe Photoshop,Critical,Closed,Billing inquiry,0,0,0,0,0,0
23,Male,LG OLED,Medium,Pending Customer Response,Cancellation request,2,1,20,3,2,1
21,Female,Nest Thermostat,Medium,Open,Refund request,2,0,28,3,1,3
35,Male,Bose SoundLink Speaker,Low,Pending Customer Response,Cancellation request,2,1,7,2,2,1
60,Other,Bose QuietComfort,High,Closed,Billing inquiry,1,2,6,1,0,0
29,Female,Microsoft Office,High,Open,Technical issue,2,0,25,1,1,4
62,Female,Fitbit Charge,Low,Pending Customer Response,Technical issue,2,0,12,2,2,4
40,Male,Philips Hue Lights,High,Pending Customer Response,Technical issue,2,1,32,1,2,4
29,Male,Microsoft Office,High,Pending Customer Response,Product inquiry,2,1,25,1,2,2
18,Male,Sony 4K HDR TV,Medium,Open,Refund request,2,1,37,3,1,3
49,Other,GoPro Hero,Medium,Pending Customer Response,Technical issue,2,2,16,3,2,4
33,Female,Microsoft Xbox Controller,Medium,Pending Customer Response,Product inquiry,2,0,27,3,2,2
23,Female,Canon EOS,Medium,Open,Refund request,2,0,9,3,1,3
30,Other,Nest Thermostat,High,Open,Technical issue,2,2,28,1,1,4
49,Male,Samsung Galaxy,Critical,Open,Billing inquiry,2,1,35,0,1,0
25,Other,Microsoft Xbox Controller,Low,Closed,Technical issue,2,2,27,2,0,4
32,Male,Bose QuietComfort,Medium,Open,Product inquiry,2,1,6,3,1,2
37,Female,Microsoft Office,High,Open,Product inquiry,2,0,25,1,1,2
28,Other,Roomba Robot Vacuum,Critical,Open,Cancellation request,2,2,34,0,1,1
37,Female,Asus ROG,High,Closed,Product inquiry,0,0,4,1,0,2
38,Female,Sony Xperia,Critical,Closed,Cancellation request,1,0,39,0,0,1
29,Female,PlayStation,Medium,Pending Customer Response,Technical issue,2,0,33,3,2,4
19,Male,MacBook Pro,Low,Pending Customer Response,Refund request,2,1,24,2,2,3
24,Female,Fitbit Charge,Medium,Open,Refund request,2,0,12,3,1,3
42,Other,Nikon D,Medium,Pending Customer Response,Refund request,2,2,29,3,2,3
46,Other,Sony 4K HDR TV,Low,Pending Customer Response,Billing inquiry,2,2,37,2,2,0
58,Other,Garmin Forerunner,High,Open,Refund request,2,2,14,1,1,3
67,Male,Samsung Soundbar,Critical,Pending Customer Response,Product inquiry,2,1,36,0,2,2
57,Female,Microsoft Xbox Controller,Medium,Closed,Cancellation request,1,0,27,3,0,1
64,Other,PlayStation,Medium,Pending Customer Response,Technical issue,2,2,33,3,2,4
49,Male,Google Nest,Medium,Closed,Cancellation request,2,1,17,3,0,1
36,Male,Autodesk AutoCAD,Medium,Open,Product inquiry,2,1,5,3,1,2
21,Female,LG Washing Machine,Medium,Closed,Cancellation request,2,0,22,3,0,1
18,Other,Apple AirPods,High,Closed,Technical issue,0,2,3,1,0,4
57,Male,Nest Thermostat,High,Pending Customer Response,Cancellation request,2,1,28,1,2,1
67,Male,Nintendo Switch Pro Controller,Low,Pending Customer Response,Refund request,2,1,31,2,2,3
52,Other,Dell XPS,Low,Open,Refund request,2,2,10,2,1,3
24,Male,Canon DSLR Camera,Low,Closed,Refund request,0,1,8,2,0,3
43,Female,HP Pavilion,Low,Closed,Technical issue,2,0,19,2,0,4
56,Other,Fitbit Versa Smartwatch,Low,Pending Customer Response,Technical issue,2,2,13,2,2,4
51,Male,Sony 4K HDR TV,High,Open,Product inquiry,2,1,37,1,1,2
63,Other,Canon EOS,Medium,Closed,Technical issue,2,2,9,3,0,4
24,Other,Sony PlayStation,Medium,Pending Customer Response,Product inquiry,2,2,38,3,2,2
46,Male,Canon EOS,High,Pending Customer Response,Refund request,2,1,9,1,2,3
39,Female,Roomba Robot Vacuum,High,Closed,Technical issue,2,0,34,1,0,4
35,Other,HP Pavilion,Medium,Closed,Billing inquiry,0,2,19,3,0,0
27,Other,Samsung Galaxy,Medium,Closed,Technical issue,1,2,35,3,0,4
37,Female,Nikon D,Low,Pending Customer Response,Technical issue,2,0,29,2,2,4
38,Male,Nintendo Switch,Low,Pending Customer Response,Billing inquiry,2,1,30,2,2,0
51,Female,Microsoft Surface,Low,Closed,Product inquiry,2,0,26,2,0,2
24,Male,Google Pixel,Medium,Pending Customer Response,Technical issue,2,1,18,3,2,4
52,Other,PlayStation,Low,Open,Product inquiry,2,2,33,2,1,2
27,Female,Nikon D,Medium,Closed,Product inquiry,1,0,29,3,0,2
56,Female,Asus ROG,High,Closed,Billing inquiry,2,0,4,1,0,0
29,Female,GoPro Action Camera,Critical,Pending Customer Response,Billing inquiry,2,0,15,0,2,0
62,Male,Google Nest,Critical,Pending Customer Response,Billing inquiry,2,1,17,0,2,0
44,Male,Canon EOS,Low,Pending Customer Response,Cancellation request,2,1,9,2,2,1
49,Male,Microsoft Office,Low,Closed,Product inquiry,2,1,25,2,0,2
69,Other,Adobe Photoshop,High,Pending Customer Response,Product inquiry,2,2,0,1,2,2
18,Other,Bose QuietComfort,Critical,Open,Refund request,2,2,6,0,1,3
50,Male,Google Nest,High,Open,Technical issue,2,1,17,1,1,4
40,Female,Canon DSLR Camera,High,Closed,Product inquiry,2,0,8,1,0,2
63,Female,Dyson Vacuum Cleaner,Critical,Closed,Refund request,0,0,11,0,0,3
27,Female,Philips Hue Lights,Low,Open,Cancellation request,2,0,32,2,1,1
21,Male,Autodesk AutoCAD,Medium,Open,Cancellation request,2,1,5,3,1,1
39,Female,Samsung Galaxy,Critical,Closed,Product inquiry,0,0,35,0,0,2
21,Male,Sony Xperia,Critical,Pending Customer Response,Refund request,2,1,39,0,2,3
64,Male,Fitbit Charge,High,Open,Refund request,2,1,12,1,1,3
60,Female,PlayStation,Low,Closed,Billing inquiry,0,0,33,2,0,0
52,Female,iPhone,Medium,Pending Customer Response,Refund request,2,0,41,3,2,3
65,Other,Canon EOS,Critical,Closed,Cancellation request,0,2,9,0,0,1
25,Male,Samsung Soundbar,High,Pending Customer Response,Cancellation request,2,1,36,1,2,1
25,Male,Fitbit Charge,Critical,Open,Billing inquiry,2,1,12,0,1,0
58,Other,Nest Thermostat,Low,Pending Customer Response,Billing inquiry,2,2,28,2,2,0
26,Female,Autodesk AutoCAD,High,Closed,Product inquiry,2,0,5,1,0,2
24,Male,Fitbit Versa Smartwatch,Low,Open,Cancellation request,2,1,13,2,1,1
37,Male,Adobe Photoshop,High,Open,Refund request,2,1,0,1,1,3
45,Other,Google Nest,High,Closed,Refund request,1,2,17,1,0,3
31,Female,Autodesk AutoCAD,Critical,Pending Customer Response,Product inquiry,2,0,5,0,2,2
24,Other,Lenovo ThinkPad,Medium,Closed,Technical issue,1,2,23,3,0,4
25,Female,Nikon D,Medium,Open,Cancellation request,2,0,29,3,1,1
63,Male,MacBook Pro,High,Pending Customer Response,Product inquiry,2,1,24,1,2,2
44,Other,Google Nest,High,Pending Customer Response,Billing inquiry,2,2,17,1,2,0
35,Other,Asus ROG,Low,Closed,Refund request,0,2,4,2,0,3
57,Other,HP Pavilion,Low,Closed,Billing inquiry,1,2,19,2,0,0
51,Male,Amazon Kindle,High,Pending Customer Response,Product inquiry,2,1,2,1,2,2
42,Male,Asus ROG,High,Pending Customer Response,Cancellation request,2,1,4,1,2,1
61,Female,Canon EOS,High,Open,Cancellation request,2,0,9,1,1,1
61,Male,Microsoft Surface,Low,Closed,Billing inquiry,1,1,26,2,0,0
25,Other,Bose SoundLink Speaker,Low,Pending Customer Response,Cancellation request,2,2,7,2,2,1
31,Other,Google Nest,High,Open,Product inquiry,2,2,17,1,1,2
55,Male,LG OLED,Critical,Closed,Billing inquiry,1,1,20,0,0,0
40,Other,GoPro Hero,High,Open,Technical issue,2,2,16,1,1,4
58,Male,Amazon Kindle,High,Pending Customer Response,Technical issue,2,1,2,1,2,4
70,Female,Nintendo Switch,Low,Closed,Billing inquiry,0,0,30,2,0,0
65,Female,Microsoft Surface,Medium,Pending Customer Response,Technical issue,2,0,26,3,2,4
55,Male,GoPro Hero,Medium,Open,Technical issue,2,1,16,3,1,4
38,Other,LG Smart TV,Low,Closed,Billing inquiry,2,2,21,2,0,0
48,Other,Microsoft Office,Low,Pending Customer Response,Product inquiry,2,2,25,2,2,2
55,Other,Microsoft Xbox Controller,High,Open,Cancellation request,2,2,27,1,1,1
29,Male,MacBook Pro,Critical,Closed,Refund request,1,1,24,0,0,3
48,Female,Google Pixel,Medium,Closed,Technical issue,2,0,18,3,0,4
63,Female,Samsung Galaxy,Medium,Closed,Technical issue,0,0,35,3,0,4
68,Female,Microsoft Surface,Medium,Closed,Billing inquiry,0,0,26,3,0,0
67,Female,Samsung Soundbar,High,Open,Product inquiry,2,0,36,1,1,2
48,Other,LG Smart TV,Low,Closed,Cancellation request,2,2,21,2,0,1
55,Male,Microsoft Office,Low,Pending Customer Response,Billing inquiry,2,1,25,2,2,0
55,Male,Bose SoundLink Speaker,Low,Pending Customer Response,Refund request,2,1,7,2,2,3
57,Female,Xbox,High,Closed,Technical issue,0,0,40,1,0,4
67,Female,Bose QuietComfort,Critical,Pending Customer Response,Refund request,2,0,6,0,2,3
26,Other,PlayStation,Low,Pending Customer Response,Technical issue,2,2,33,2,2,4
25,Male,Microsoft Surface,Medium,Open,Cancellation request,2,1,26,3,1,1
53,Other,Xbox,High,Pending Customer Response,Technical issue,2,2,40,1,2,4
60,Male,Dyson Vacuum Cleaner,Medium,Pending Customer Response,Billing inquiry,2,1,11,3,2,0
70,Male,Nest Thermostat,High,Closed,Technical issue,0,1,28,1,0,4
67,Female,Canon EOS,High,Closed,Technical issue,2,0,9,1,0,4
28,Female,Roomba Robot Vacuum,Low,Pending Customer Response,Refund request,2,0,34,2,2,3
56,Female,Autodesk AutoCAD,Critical,Pending Customer Response,Product inquiry,2,0,5,0,2,2
31,Female,Sony 4K HDR TV,Low,Open,Billing inquiry,2,0,37,2,1,0
29,Male,LG OLED,Low,Closed,Cancellation request,0,1,20,2,0,1
40,Male,Microsoft Xbox Controller,Medium,Open,Billing inquiry,2,1,27,3,1,0
33,Other,LG OLED,Critical,Closed,Technical issue,0,2,20,0,0,4
43,Other,Dell XPS,Critical,Open,Product inquiry,2,2,10,0,1,2
25,Male,Canon DSLR Camera,Low,Pending Customer Response,Refund request,2,1,8,2,2,3
18,Other,Nest Thermostat,Low,Pending Customer Response,Product inquiry,2,2,28,2,2,2
64,Male,Nest Thermostat,High,Pending Customer Response,Technical issue,2,1,28,1,2,4
30,Male,Nest Thermostat,Critical,Pending Customer Response,Refund request,2,1,28,0,2,3
48,Male,Adobe Photoshop,High,Closed,Billing inquiry,0,1,0,1,0,0
34,Other,Sony 4K HDR TV,Critical,Pending Customer Response,Refund request,2,2,37,0,2,3
28,Female,Microsoft Office,Critical,Open,Technical issue,2,0,25,0,1,4
61,Female,Nest Thermostat,Low,Closed,Refund request,2,0,28,2,0,3
50,Other,Canon EOS,Critical,Pending Customer Response,Billing inquiry,2,2,9,0,2,0
68,Female,Nintendo Switch Pro Controller,Low,Pending Customer Response,Product inquiry,2,0,31,2,2,2
60,Male,Microsoft Office,Critical,Pending Customer Response,Cancellation request,2,1,25,0,2,1
53,Female,Google Pixel,Critical,Open,Refund request,2,0,18,0,1,3
66,Other,Microsoft Surface,High,Pending Customer Response,Product inquiry,2,2,26,1,2,2
39,Female,Adobe Photoshop,Critical,Pending Customer Response,Product inquiry,2,0,0,0,2,2
62,Female,Google Nest,Low,Open,Technical issue,2,0,17,2,1,4
46,Male,PlayStation,Medium,Closed,Technical issue,0,1,33,3,0,4
38,Female,Philips Hue Lights,High,Closed,Product inquiry,0,0,32,1,0,2
70,Female,Apple AirPods,Medium,Open,Cancellation request,2,0,3,3,1,1
39,Other,Autodesk AutoCAD,Critical,Closed,Refund request,1,2,5,0,0,3
70,Female,Sony PlayStation,Medium,Open,Cancellation request,2,0,38,3,1,1
53,Other,Apple AirPods,Medium,Open,Cancellation request,2,2,3,3,1,1
27,Other,Samsung Galaxy,Medium,Open,Billing inquiry,2,2,35,3,1,0
67,Male,PlayStation,Medium,Closed,Billing inquiry,0,1,33,3,0,0
46,Other,LG OLED,Medium,Open,Cancellation request,2,2,20,3,1,1
35,Male,Google Pixel,Critical,Open,Product inquiry,2,1,18,0,1,2
42,Other,GoPro Action Camera,Medium,Open,Cancellation request,2,2,15,3,1,1
39,Female,Dyson Vacuum Cleaner,Low,Closed,Cancellation request,0,0,11,2,0,1
29,Male,Amazon Kindle,Low,Pending Customer Response,Refund request,2,1,2,2,2,3
54,Male,Sony Xperia,Medium,Open,Billing inquiry,2,1,39,3,1,0
58,Female,Google Pixel,Critical,Closed,Refund request,0,0,18,0,0,3
19,Other,Apple AirPods,Low,Closed,Cancellation request,2,2,3,2,0,1
69,Female,Nintendo Switch,Critical,Closed,Billing inquiry,0,0,30,0,0,0
54,Female,Philips Hue Lights,Medium,Open,Cancellation request,2,0,32,3,1,1
46,Other,Sony 4K HDR TV,High,Pending Customer Response,Technical issue,2,2,37,1,2,4
22,Male,LG Washing Machine,Medium,Closed,Refund request,2,1,22,3,0,3
45,Female,LG OLED,High,Closed,Technical issue,0,0,20,1,0,4
45,Other,Microsoft Xbox Controller,High,Closed,Billing inquiry,1,2,27,1,0,0
23,Female,Amazon Kindle,High,Open,Product inquiry,2,0,2,1,1,2
43,Male,LG Washing Machine,Low,Pending Customer Response,Technical issue,2,1,22,2,2,4
47,Other,LG OLED,Medium,Pending Customer Response,Refund request,2,2,20,3,2,3
54,Male,HP Pavilion,High,Closed,Refund request,2,1,19,1,0,3
31,Male,Amazon Echo,High,Closed,Billing inquiry,1,1,1,1,0,0
38,Male,Sony PlayStation,Medium,Closed,Cancellation request,2,1,38,3,0,1
26,Female,Nikon D,Medium,Open,Refund request,2,0,29,3,1,3
52,Female,Roomba Robot Vacuum,High,Open,Technical issue,2,0,34,1,1,4
70,Other,Nintendo Switch,High,Open,Technical issue,2,2,30,1,1,4
54,Other,HP Pavilion,High,Open,Refund request,2,2,19,1,1,3
51,Female,Amazon Kindle,Critical,Pending Customer Response,Refund request,2,0,2,0,2,3
70,Male,Bose QuietComfort,High,Pending Customer Response,Technical issue,2,1,6,1,2,4
49,Other,Amazon Kindle,Low,Open,Cancellation request,2,2,2,2,1,1
38,Female,Apple AirPods,Medium,Open,Technical issue,2,0,3,3,1,4
47,Female,Amazon Kindle,Critical,Closed,Product inquiry,0,0,2,0,0,2
58,Other,Philips Hue Lights,Critical,Pending Customer Response,Billing inquiry,2,2,32,0,2,0
45,Male,LG Smart TV,Medium,Closed,Billing inquiry,0,1,21,3,0,0
61,Male,Microsoft Xbox Controller,Medium,Open,Refund request,2,1,27,3,1,3
63,Other,Microsoft Office,Medium,Pending Customer Response,Technical issue,2,2,25,3,2,4
63,Female,Amazon Echo,Medium,Pending Customer Response,Product inquiry,2,0,1,3,2,2
62,Male,Microsoft Xbox Controller,Medium,Open,Refund request,2,1,27,3,1,3
59,Female,GoPro Action Camera,Low,Pending Customer Response,Billing inquiry,2,0,15,2,2,0
43,Female,Fitbit Charge,Medium,Closed,Cancellation request,0,0,12,3,0,1
65,Male,Google Nest,High,Closed,Refund request,0,1,17,1,0,3
50,Male,LG OLED,Critical,Pending Customer Response,Cancellation request,2,1,20,0,2,1
31,Other,Google Pixel,Medium,Pending Customer Response,Refund request,2,2,18,3,2,3
66,Male,Amazon Echo,Critical,Pending Customer Response,Refund request,2,1,1,0,2,3
23,Other,Roomba Robot Vacuum,High,Closed,Cancellation request,2,2,34,1,0,1
65,Other,LG Washing Machine,Medium,Closed,Cancellation request,0,2,22,3,0,1
35,Female,Fitbit Charge,High,Closed,Product inquiry,0,0,12,1,0,2
26,Other,Nikon D,Low,Pending Customer Response,Billing inquiry,2,2,29,2,2,0
51,Female,Roomba Robot Vacuum,Low,Open,Technical issue,2,0,34,2,1,4
58,Other,Adobe Photoshop,Medium,Open,Billing inquiry,2,2,0,3,1,0
52,Male,Canon DSLR Camera,Medium,Closed,Billing inquiry,2,1,8,3,0,0
21,Other,MacBook Pro,Medium,Pending Customer Response,Technical issue,2,2,24,3,2,4
32,Other,Nest Thermostat,Low,Open,Technical issue,2,2,28,2,1,4
50,Female,GoPro Hero,Medium,Pending Customer Response,Technical issue,2,0,16,3,2,4
24,Female,Roomba Robot Vacuum,Medium,Pending Customer Response,Product inquiry,2,0,34,3,2,2
19,Female,Samsung Soundbar,Medium,Open,Billing inquiry,2,0,36,3,1,0
20,Male,LG Smart TV,High,Closed,Cancellation request,0,1,21,1,0,1
56,Male,Nintendo Switch Pro Controller,Low,Open,Refund request,2,1,31,2,1,3
36,Female,LG Washing Machine,Critical,Pending Customer Response,Technical issue,2,0,22,0,2,4
29,Other,Xbox,High,Pending Customer Response,Cancellation request,2,2,40,1,2,1
64,Female,Google Nest,Medium,Pending Customer Response,Refund request,2,0,17,3,2,3
48,Male,Adobe Photoshop,Critical,Pending Customer Response,Billing inquiry,2,1,0,0,2,0
63,Male,LG Washing Machine,High,Closed,Technical issue,1,1,22,1,0,4
44,Other,Nintendo Switch,Low,Pending Customer Response,Refund request,2,2,30,2,2,3
46,Female,Sony Xperia,High,Open,Product inquiry,2,0,39,1,1,2
49,Male,Asus ROG,Medium,Pending Customer Response,Product inquiry,2,1,4,3,2,2
32,Other,Nest Thermostat,Medium,Pending Customer Response,Cancellation request,2,2,28,3,2,1
56,Female,Sony 4K HDR TV,Medium,Open,Refund request,2,0,37,3,1,3
42,Male,Nintendo Switch Pro Controller,Low,Open,Product inquiry,2,1,31,2,1,2
36,Female,Google Pixel,Medium,Closed,Refund request,0,0,18,3,0,3
33,Female,Xbox,Critical,Closed,Cancellation request,1,0,40,0,0,1
18,Male,LG Smart TV,Medium,Open,Cancellation request,2,1,21,3,1,1
68,Female,Garmin Forerunner,High,Open,Product inquiry,2,0,14,1,1,2
37,Female,Canon DSLR Camera,Medium,Closed,Product inquiry,2,0,8,3,0,2
27,Female,Sony PlayStation,High,Open,Refund request,2,0,38,1,1,3
52,Other,Nest Thermostat,High,Closed,Billing inquiry,2,2,28,1,0,0
52,Other,Roomba Robot Vacuum,Critical,Closed,Billing inquiry,1,2,34,0,0,0
44,Male,Google Pixel,Medium,Pending Customer Response,Product inquiry,2,1,18,3,2,2
22,Female,PlayStation,Low,Pending Customer Response,Product inquiry,2,0,33,2,2,2
35,Female,Bose QuietComfort,Critical,Open,Cancellation request,2,0,6,0,1,1
50,Male,Nikon D,Critical,Open,Technical issue,2,1,29,0,1,4
31,Male,GoPro Hero,Low,Open,Refund request,2,1,16,2,1,3
63,Other,Nintendo Switch Pro Controller,High,Open,Billing inquiry,2,2,31,1,1,0
44,Female,Asus ROG,High,Pending Customer Response,Billing inquiry,2,0,4,1,2,0
68,Other,Dell XPS,High,Pending Customer Response,Product inquiry,2,2,10,1,2,2
59,Female,Sony Xperia,Medium,Pending Customer Response,Product inquiry,2,0,39,3,2,2
62,Male,Garmin Forerunner,Low,Pending Customer Response,Billing inquiry,2,1,14,2,2,0
